-137 0.000100
-127 0.000100
-105 0.000100
-101 0.000100
-99 0.000100
-97 0.000300
-95 0.000300
-93 0.000200
-91 0.000500
-89 0.000700
-87 0.000200
-85 0.000100
-83 0.000800
-81 0.000700
-79 0.000700
-77 0.000700
-75 0.000800
-73 0.002000
-71 0.002400
-69 0.002500
-67 0.003300
-65 0.003300
-63 0.002600
-61 0.004900
-59 0.004000
-57 0.004700
-55 0.004500
-53 0.004900
-51 0.007700
-49 0.008700
-47 0.007700
-45 0.009000
-43 0.008000
-41 0.011000
-39 0.014100
-37 0.010600
-35 0.013200
-33 0.013500
-31 0.016600
-29 0.016100
-27 0.015600
-25 0.019500
-23 0.019100
-21 0.022600
-19 0.020900
-17 0.021700
-15 0.018800
-13 0.022700
-11 0.026100
-9 0.023600
-7 0.023900
-5 0.023300
-3 0.027200
-1 0.023400
1 0.024700
3 0.024600
5 0.025300
7 0.023600
9 0.024900
11 0.024300
13 0.024100
15 0.023900
17 0.020800
19 0.022200
21 0.021500
23 0.020200
25 0.019800
27 0.020100
29 0.013600
31 0.015300
33 0.013400
35 0.016000
37 0.013100
39 0.011200
41 0.012500
43 0.011800
45 0.009300
47 0.008900
49 0.008500
51 0.008300
53 0.004700
55 0.005000
57 0.005200
59 0.004600
61 0.003600
63 0.004100
65 0.002600
67 0.002200
69 0.002100
71 0.002200
73 0.001800
75 0.001500
77 0.000900
79 0.001400
81 0.001100
83 0.000700
85 0.000400
87 0.000800
89 0.000300
91 0.000300
93 0.000200
95 0.000500
97 0.000400
99 0.000500
101 0.000200
113 0.000300
115 0.000200
135 0.000100
